start,end,line
1:32:56.189,1:33:00.25,I think I was I'm less concerned with

1:32:59.369,1:33:03.57,the Mac

1:33:00.250,1:33:06.79,somehow it seems I mean I never have

1:33:03.570,1:33:08.71,never have any issues with it whereas PC

1:33:06.790,1:33:12.97,sometimes seemed kind of odd or they'd

1:33:08.710,1:33:15.61,be afflicted by some bug yeah and and

1:33:12.970,1:33:19.99,then so that worried me so I had this I

1:33:15.610,1:33:21.58,had this 3/4 terabyte hard drive that

1:33:19.990,1:33:24.16,every time I came out here I just plug

1:33:21.580,1:33:26.89,it in and it was on automatic backup and

1:33:24.160,1:33:31.03,it backed up all my photographs as well

1:33:26.890,1:33:32.44,as music and and mostly all my files and

1:33:31.030,1:33:34.36,while I while it was plugged in it would

1:33:32.440,1:33:37.90,back up every hour it would just back up

1:33:34.360,1:33:39.67,all my all my Word files and I've still

1:33:37.900,1:33:41.47,got that I'd have to plug it into it it

1:33:39.670,1:33:43.15,won't work it won't work on the Mac I'd

1:33:41.470,1:33:44.53,have to plug it into a PC somewhere

1:33:43.150,1:33:47.74,anymore it's out here somewhere

1:33:44.530,1:33:50.08,yeah and I every known and I think I

1:33:47.740,1:33:51.85,need to go by what an external drive for

1:33:50.080,1:33:55.12,the Mac to just so I can back things up

1:33:51.850,1:33:58.66,that way but then I don't yeah because I

1:33:55.120,1:34:00.49,do have a lot of paper right and and I

1:33:58.660,1:34:04.09,got stuff in the cloud and I got stuff

1:34:00.490,1:34:07.06,in mozi so I feel pretty sanguine about

1:34:04.090,1:34:08.73,the possibilities of it me being able to

1:34:07.060,1:34:11.08,retrieve something off a forest fire

1:34:08.730,1:34:14.32,rips through when I'm gone and it burns

1:34:11.080,1:34:18.04,up the computer and all my boxes of

1:34:14.320,1:34:22.02,poems and everything then it's mozi or

1:34:18.040,1:34:24.76,the cloud yeah and and that's it and

1:34:22.020,1:34:26.94,every place you know every place in the

1:34:24.760,1:34:31.18,woods in this part of Idaho burns right

1:34:26.940,1:34:33.37,it's not if it's when yeah and it hasn't

1:34:31.180,1:34:33.70,been here in a long time but could be

1:34:33.370,1:34:36.13,next

1:34:33.700,1:34:40.06,July or August or September or October

1:34:36.130,1:34:42.64,yeah I mean which concerns me yes yes

1:34:40.060,1:34:44.38,that does concern me and then despair I

1:34:42.640,1:34:47.47,especially like to move all that all

1:34:44.380,1:34:50.53,those boxes out of the closet get the

1:34:47.470,1:34:56.98,right offer positive well yeah I should

1:34:50.530,1:34:58.18,any vault yeah let me try guys just a

1:34:56.980,1:34:59.53,few more questions I want to talk a

1:34:58.180,1:35:02.80,little bit about correspondence in a

1:34:59.530,1:35:06.01,little bit about teaching but so do you

1:35:02.800,1:35:08.92,correspond much now with other writers

1:35:06.010,1:35:13.66,and I guess we'll talk about teaching

1:35:08.920,1:35:16.17,I do and I miss let's see I got that's a

1:35:13.660,1:35:19.05,letter from Philippine he wrote me

1:35:16.179,1:35:21.69,because I wrote him and I've got a file

1:35:19.050,1:35:23.73,in there probably an inch and a half

1:35:21.699,1:35:26.23,thick of letters from facility that's

1:35:23.739,1:35:27.85,almost all letters okay but I don't you

1:35:26.230,1:35:30.88,know I don't I probably write ten

1:35:27.850,1:35:34.42,letters twelve letters a year now and

1:35:30.880,1:35:36.48,I've got I've got a few people who are

1:35:34.420,1:35:38.59,really willing correspondence and write

1:35:36.489,1:35:41.38,back they still like the idea of letters

1:35:38.590,1:35:42.52,yeah and and I do too I love getting the

1:35:41.380,1:35:45.61,letter it's not like getting an email

1:35:42.520,1:35:50.05,yeah but but most of the correspondences

1:35:45.610,1:35:54.94,via email anymore and I try to print

1:35:50.050,1:35:56.77,those off I've got it I think I've got

1:35:54.940,1:35:59.05,two or three letters from Billy Collins

1:35:56.770,1:36:01.75,I've known Billy for a long time too but

1:35:59.050,1:36:04.54,our correspondence over the last decade

1:36:01.750,1:36:06.16,has been entirely electronic all these

1:36:04.540,1:36:08.94,abbreviated little snippets which are

1:36:06.160,1:36:10.84,hilarious because he's very funny

1:36:08.949,1:36:13.75,tremendously witty and he's especially

1:36:10.840,1:36:15.67,good in letters too as well as in poems

1:36:13.750,1:36:16.69,and and so we have a great deal of fun

1:36:15.670,1:36:18.96,but there are these little short

1:36:16.690,1:36:21.73,snippets which I find myself compelled

1:36:18.969,1:36:24.10,to come out and print off of the whole

1:36:21.730,1:36:27.28,the whole thread of the thing one email

1:36:24.100,1:36:29.59,at a time that's on a page that love but

1:36:27.280,1:36:32.67,I want to I want to say to those things

1:36:29.590,1:36:35.38,right and something about saving and

1:36:32.670,1:36:37.75,electronically doesn't seem like saving

1:36:35.380,1:36:41.11,them on paper yeah

1:36:37.750,1:36:44.56,when did email start to become their

1:36:41.110,1:36:48.73,primary motive probably around the turn

1:36:44.560,1:36:50.29,of the millennium I think for me and it

1:36:48.730,1:36:51.96,what you know is so exciting is cristy

1:36:50.290,1:36:55.90,idea of being able to communicate

1:36:51.960,1:36:58.54,communicate so quickly yeah but then you

1:36:55.900,1:37:00.25,you realize you realize what's missing I

1:36:58.540,1:37:01.90,mean I can go back and look at like I

1:37:00.250,1:37:02.60,let her some Gwendolyn Brooks I did

1:37:01.900,1:37:05.30,letters

1:37:02.600,1:37:08.75,sticky wicket Hugo like that this

1:37:05.300,1:37:11.08,wonderful file of letters which is a

1:37:08.750,1:37:15.89,forest fire burns through there gone to

1:37:11.080,1:37:17.57,thinking anyway free living but I do the

1:37:15.890,1:37:19.64,communications a lot of the

1:37:17.570,1:37:23.03,communications you know I've got just

1:37:19.640,1:37:26.60,I've got a file on one of my two email

1:37:23.030,1:37:28.31,addresses I get a lot of writerly emails

1:37:26.600,1:37:30.98,on the U of I account because that's the

1:37:28.310,1:37:32.90,easiest one to find I've got a gmail

1:37:30.980,1:37:36.08,account that I just kind of keep private

1:37:32.900,1:37:40.94,that's my business file and my personal

1:37:36.080,1:37:43.82,file or my personal real email so I save

1:37:40.940,1:37:46.76,all those all those communications from

1:37:43.820,1:37:48.89,other poets other writers but I don't

1:37:46.760,1:37:50.87,print all of them all some i some I do

1:37:48.890,1:37:52.07,some seem important enough to print off

1:37:50.870,1:37:55.01,other stone okay

1:37:52.070,1:37:59.87,and that sort of that's your like online

1:37:55.010,1:38:03.34,something that you got ahold here yeah I

1:37:59.870,1:38:08.63,forget a particularly great letter

1:38:03.340,1:38:10.34,published a poem in The New Yorker lot

1:38:08.630,1:38:12.41,Singh that issue up there the Obama

1:38:10.340,1:38:15.74,issue with oh wow you had a Lincoln

1:38:12.410,1:38:17.63,Memorial and I've never had a response

1:38:15.740,1:38:21.35,to a poem like that it's the poem called

1:38:17.630,1:38:28.61,it's in beautiful country shit what does

1:38:21.350,1:38:32.84,it call Exxon and I got a hundred and

1:38:28.610,1:38:34.70,forty some odd emails from a lot of

1:38:32.840,1:38:36.26,people I know a lot of poets I know of

1:38:34.700,1:38:40.79,but don't really know and a lot of

1:38:36.260,1:38:43.46,strangers vets amputees just you know

1:38:40.790,1:38:45.23,all of them positive nobody know they're

1:38:43.460,1:38:47.06,nothing and all of that stuff you know I

1:38:45.230,1:38:49.01,printed off I got a whole file just of

1:38:47.060,1:38:51.17,those kinds of things to just to have

1:38:49.010,1:38:54.86,that kind of response to a poll you got

1:38:51.170,1:38:56.45,to save that in some in hardcopy I guess

1:38:54.860,1:38:59.36,is what I'm saying I couldn't just leave

1:38:56.450,1:39:01.60,those sort of loose on the net and in

1:38:59.360,1:39:01.60,the

1:39:01.700,1:39:06.57,Yeah right I mean they're probably no

1:39:04.950,1:39:07.98,more permanent now given that I live in

1:39:06.570,1:39:11.28,the place that's likely to break for

1:39:07.980,1:39:13.80,inspire but they seem that way to me now

1:39:11.280,1:39:15.39,and it's easy enough to look at them

1:39:13.800,1:39:17.04,just like if I should want to which I

1:39:15.390,1:39:19.02,have not but did you have any

1:39:17.040,1:39:21.48,experiences like that I mean I I'm

1:39:19.020,1:39:22.95,assuming so New Yorker with all that

1:39:21.480,1:39:24.36,exposure but did you have like letters

1:39:22.950,1:39:28.74,come to you when you were younger and

1:39:24.360,1:39:31.44,there was not email oh yeah oh yeah I

1:39:28.740,1:39:33.15,mean I've always got I've got a couple

1:39:31.440,1:39:36.63,of files in there this just called fan

1:39:33.150,1:39:37.17,mail or you get letters from from people

1:39:36.630,1:39:40.32,you don't know

1:39:37.170,1:39:41.82,yeah but also sometimes I think that's

1:39:40.320,1:39:44.46,the difference between two files as one

1:39:41.820,1:39:47.46,as people I know who send me terrific

1:39:44.460,1:39:49.02,poem and such and such or then poems

1:39:47.460,1:39:52.59,from complete strangers I got another

1:39:49.020,1:39:57.23,pile called crank I've gotten like four

1:39:52.590,1:39:59.30,or five anonymous letters from some

1:39:57.230,1:40:03.24,person who hates me

1:39:59.300,1:40:04.32,in Boise and as always well I I don't

1:40:03.240,1:40:06.15,know what's up with that

1:40:04.320,1:40:08.10,I don't know it's something that I

1:40:06.150,1:40:10.02,really kind of do I'm delighted by the

1:40:08.100,1:40:12.06,my you can always tell there's no return

1:40:10.020,1:40:14.31,address its Boise oh it's that asshole

1:40:12.060,1:40:19.86,again and kind of where you got to say

1:40:14.310,1:40:21.66,this time Wow well on Cilla Veen

1:40:19.860,1:40:23.04,absolutely I told Phil mean about he

1:40:21.660,1:40:24.87,said well you know you're getting

1:40:23.040,1:40:31.20,somewhere if people hate you

1:40:24.870,1:40:33.60,yeah so as your style of like writing

1:40:31.200,1:40:35.07,these correspondences did we want email

1:40:33.600,1:40:37.32,became part of it did it change your

1:40:35.070,1:40:39.87,letter writing to well it made little

1:40:37.320,1:40:42.24,writing almost go away yeah I was I was

1:40:39.870,1:40:44.61,I wrote a lot of letters letters were

1:40:42.240,1:40:46.89,kind of the way I warmed up okay when I

1:40:44.610,1:40:49.20,would get into my writing space here or

1:40:46.890,1:40:51.93,inland or I had another check very

1:40:49.200,1:40:54.23,similar to this and that was how I

1:40:51.930,1:40:57.66,warmed up I'd write a letter to somebody

1:40:54.230,1:40:59.16,something sometimes with my mom but most

1:40:57.660,1:41:01.77,often it was just another poet another

1:40:59.160,1:41:03.72,poet friend I'd write him a letter

1:41:01.770,1:41:07.44,about palms I resent him a couple of

1:41:03.720,1:41:10.38,poems and when email came along that

1:41:07.440,1:41:14.10,sort of there's something about a tat of

1:41:10.380,1:41:17.55,putting a poem as an attachment and send

1:41:14.100,1:41:19.89,us somebody that seems like more like a

1:41:17.550,1:41:23.52,violation if you put it folded in an

1:41:19.890,1:41:25.71,envelope with a letter it's it's much

1:41:23.520,1:41:28.89,more friendly or intimate kind of

1:41:25.710,1:41:30.18,gesture than the email is yeah I kind of

1:41:28.890,1:41:31.80,understand what you're saying but I also

1:41:30.180,1:41:33.18,it's surprising because in some ways

1:41:31.800,1:41:35.49,that should make it that much more

1:41:33.180,1:41:37.77,easily available to you to write your

1:41:35.490,1:41:42.09,friends and sent home well yeah and as

1:41:37.770,1:41:44.22,of course it does I mean when I in the

1:41:42.090,1:41:45.51,last few times I have sent poems off to

1:41:44.220,1:41:48.36,other people I think I said something

1:41:45.510,1:41:51.06,David Baker a few years ago just to you

1:41:48.360,1:41:54.27,know get some feedback on and and I said

1:41:51.060,1:41:56.19,those email last time I sent poems to

1:41:54.270,1:41:59.13,anybody else to look at who was not Kim

1:41:56.190,1:42:00.90,I think I said the me mail so it every

1:41:59.130,1:42:04.38,day it's very easy to do that it's a

1:42:00.900,1:42:07.26,convenient but it's not as it isn't as

1:42:04.380,1:42:08.88,intimate and that and I suppose or it

1:42:07.260,1:42:12.69,doesn't seem this into why is it any

1:42:08.880,1:42:17.10,less intimate right great I don't have a

1:42:12.690,1:42:18.54,shade on a swindle or a value I didn't I

1:42:17.100,1:42:19.71,didn't actually ask you one question I

1:42:18.540,1:42:22.14,believe you're sitting you're sort of

1:42:19.710,1:42:24.39,routine do you come out here in the

1:42:22.140,1:42:27.21,mornings and I mean is there like set

1:42:24.390,1:42:30.15,times or is it whenever well it's mostly

1:42:27.210,1:42:32.13,whenever I can I've got I mean I have

1:42:30.150,1:42:33.69,long days I teach Tuesdays and Thursdays

1:42:32.130,1:42:35.19,when I took this job that was my

1:42:33.690,1:42:36.63,understanding my teaching schedule will

1:42:35.190,1:42:39.30,be Tuesday and Thursday so I teach

1:42:36.630,1:42:41.22,Tuesdays and Thursdays I'm usually in by

1:42:39.300,1:42:43.71,9:00 I almost always have a night class

1:42:41.220,1:42:46.50,so i'm i don't leave tilt so i put in

1:42:43.710,1:42:49.26,like 12 13 hours on campus Tuesday and

1:42:46.500,1:42:51.39,Thursday Wednesday tends to be my campus

1:42:49.260,1:42:54.42,day when I'm gone just doing regular

1:42:51.390,1:42:56.01,office hours and hopefully if I'm on a

1:42:54.420,1:42:57.51,committee I can get them to schedule

1:42:56.010,1:42:59.10,meetings on Wednesday if they don't want

1:42:57.510,1:43:02.40,to do Wednesday I'll do Friday but I'd

1:42:59.100,1:43:06.66,rather have theoretically Monday and

1:43:02.400,1:43:11.34,Friday that's when I write and so I get

1:43:06.660,1:43:14.07,out here by between my

1:43:11.349,1:43:19.68,ten it varies depends on what else is

1:43:14.079,1:43:20.97,going on to the year and you know it's

1:43:19.689,1:43:23.28,cold weather I build a fire get it

1:43:20.979,1:43:26.40,warmed up to maybe do a little email

1:43:23.289,1:43:28.05,work to catch up and then and then get

1:43:26.409,1:43:30.12,started and go in for lunch about

1:43:28.059,1:43:32.69,noonish 12:30 between 12:30 and 1:0,
1:43:30.129,1:43:36.07,come back up and stay till about 5:0,
1:43:32.699,1:43:37.71,and that's that and that that's pretty

1:43:36.070,1:43:42.48,much been my routine really for a long

1:43:37.719,1:43:44.28,time now for 20 years yeah and you know

1:43:42.489,1:43:47.70,it's it's a pretty it's a pretty good

1:43:44.280,1:43:50.76,way to work I mean right it's it's a

1:43:47.709,1:43:54.15,luxury to have time it's an even greater

1:43:50.769,1:43:55.98,luxury to be on sabbatical or as I

1:43:54.159,1:44:00.28,envisioned it when I retire permanent

1:43:55.989,1:44:04.74,sabbatical yeah we'll see about that

1:44:00.280,1:44:07.71,see how that works so I guess the last

1:44:04.749,1:44:10.59,sort of questions late you know with

1:44:07.719,1:44:11.85,teaching and the sort of advent of the

1:44:10.599,1:44:13.38,computer coming through your teaching

1:44:11.859,1:44:16.14,how does that sort of change your

1:44:13.389,1:44:17.55,day-to-day life I mean there's much more

1:44:16.149,1:44:22.23,access to you but there's also surgery

1:44:17.559,1:44:23.76,on barriers I don't know well it on the

1:44:22.239,1:44:26.55,negative side you know you're here

1:44:23.769,1:44:29.46,you're available you're sort of at the

1:44:26.559,1:44:31.32,end of this electronic tether so you

1:44:29.469,1:44:34.23,can't get away from the students that

1:44:31.329,1:44:40.09,way but you know my students tend to be

1:44:34.239,1:44:41.28,pretty aware of what I'm up to and but

1:44:40.090,1:44:43.55,there are certain things they just got

1:44:41.289,1:44:45.96,to know about and sometimes beyond they

1:44:43.559,1:44:47.70,can you know can we meet tomorrow I know

1:44:45.969,1:44:49.71,you're coming I get office hours I don't

1:44:47.709,1:44:51.87,if you got any time between 2:00 and

1:44:49.719,1:44:53.59,3:00 if I can stop by could we look at

1:44:51.879,1:44:55.03,these two poems in there so there's an

1:44:53.590,1:44:57.69,attachment with a couple of poems and

1:44:55.030,1:44:59.70,that that's that's both the downside

1:44:57.699,1:45:00.84,that they can they only have to call you

1:44:59.709,1:45:02.64,they don't have to make an appointment

1:45:00.849,1:45:06.21,or come by they can just ask you and

1:45:02.649,1:45:08.82,there you are at home and and you

1:45:06.219,1:45:10.84,respond and I do it's also great though

1:45:08.829,1:45:12.24,because they can do that and it's a

1:45:10.840,1:45:13.53,whole lot more convenient and I'm sure I

1:45:12.249,1:45:14.67,got the poems now I can read them

1:45:13.539,1:45:17.67,tonight I'll talk to you about them

1:45:14.679,1:45:19.86,tomorrow coming to 2:30 so it's it's

1:45:17.679,1:45:23.56,both mostly I think it's positive mostly

1:45:19.869,1:45:25.87,I think it's good I'm on sabbatical

1:45:23.560,1:45:28.96,Kim's not on sabbatical she worked out

1:45:25.870,1:45:32.53,being gone for 13 days while we went to

1:45:28.960,1:45:35.05,the UK all she did when we were in all

1:45:32.530,1:45:36.85,bruh all she did was correspondence with

1:45:35.050,1:45:38.62,her students I mean she was doing it

1:45:36.850,1:45:42.13,like well we were there for four days

1:45:38.620,1:45:43.33,she did that nothing but and she never

1:45:42.130,1:45:45.79,didn't get to see much of all bruh

1:45:43.330,1:45:47.44,because of that but and then everybody

1:45:45.790,1:45:50.35,else at the festival thought my wife was

1:45:47.440,1:45:54.16,a myth and a shame only came out once

1:45:50.350,1:45:56.08,but do you think do you see like this

1:45:54.160,1:45:57.91,sort of I mean you call much a little

1:45:56.080,1:45:59.83,bit more computer is absolutely those

1:45:57.910,1:46:02.11,those who can raise digital natives or

1:45:59.830,1:46:03.91,whatever has they sort of changed your

1:46:02.110,1:46:07.53,relationship to computers that they sort

1:46:03.910,1:46:07.53,of any sort of like their sort of

1:46:07.710,1:46:13.66,comfort and use of it has that sort of

1:46:11.350,1:46:16.05,done anything to your own teaching or

1:46:13.660,1:46:22.66,your own for writing in that way

1:46:16.050,1:46:24.10,teaching maybe insofar as what I love

1:46:22.660,1:46:26.14,especially in graduate classes

1:46:24.100,1:46:27.70,especially in things like that are the

1:46:26.140,1:46:31.93,techniques class of tried teaching in

1:46:27.700,1:46:33.61,the spring in which we'll be we'll be

1:46:31.930,1:46:36.66,talking about in volume a different

1:46:33.610,1:46:40.99,volume of contemporary poetry every week

1:46:36.660,1:46:43.66,and we'll have a you know a good two and

1:46:40.990,1:46:45.52,a half three hour discussion about this

1:46:43.660,1:46:47.02,book of poems how the book works on the

1:46:45.520,1:46:49.99,individual poems work how this

1:46:47.020,1:46:51.91,particular poet does his or her work and

1:46:49.990,1:46:52.96,it'll be great they'll be in figuring

1:46:51.910,1:46:55.03,and I'll come home and I immediately

1:46:52.960,1:46:57.40,think of like 37 different things I

1:46:55.030,1:46:59.98,should have said or ways to connect

1:46:57.400,1:47:01.96,things that they said and sort of bind

1:46:59.980,1:47:04.72,our conversation together and the email

1:47:01.960,1:47:06.79,let's do a class emails and just with

1:47:04.720,1:47:09.46,bullets and say here's this anise anise

1:47:06.790,1:47:11.11,anise I can add two or three links the

1:47:09.460,1:47:13.14,things they need to consider I never

1:47:11.110,1:47:17.53,that was one of the great things about

1:47:13.140,1:47:19.39,about the internet I thought I hear what

1:47:17.530,1:47:25.30,the what the class was called it was an

1:47:19.390,1:47:26.32,American Lit class English 570 so

1:47:25.300,1:47:27.52,studies in American and English

1:47:26.320,1:47:30.04,literature I think it was but anyway

1:47:27.520,1:47:33.51,20th century and I taught Hart Crane

1:47:30.040,1:47:35.55,taught the bridge and you know they both

1:47:33.510,1:47:38.85,despised toward cram

1:47:35.550,1:47:42.87,it's not easy and it's a failed epic god

1:47:38.850,1:47:44.55,bless him but we haven't we had a

1:47:42.870,1:47:48.12,wonderful discussion about what

1:47:44.550,1:47:51.36,qualifies is failure and ambition and so

1:47:48.120,1:47:53.22,forth and I was able to send them the

1:47:51.360,1:47:55.83,follow-up email that tried to bind the

1:47:53.220,1:47:58.44,class discussion together with all sorts

1:47:55.830,1:48:01.89,of references and links to other things

1:47:58.440,1:48:03.69,they could read about Krane yeah which I

1:48:01.890,1:48:10.50,think was a great pen so it's a it's a

1:48:03.690,1:48:14.46,great pedagogical tool that way um hey

1:48:10.500,1:48:19.07,guys I think I've exhausted it Oh unless

1:48:14.460,1:48:21.93,you have any other I mean I guess no

1:48:19.070,1:48:23.64,well I think they cover pretty much

1:48:21.930,1:48:25.05,everything you want to cover okay we

1:48:23.640,1:48:27.66,have a good sense of your writing

1:48:25.050,1:48:29.82,process there anything as you do I mean

1:48:27.660,1:48:32.43,you're you're writing letters in the

1:48:29.820,1:48:34.23,earlier part of your career to get

1:48:32.430,1:48:36.66,warmed up before an interesting read and

1:48:34.230,1:48:39.69,what do you do anything too busy to get

1:48:36.660,1:48:42.51,warmed up now read actually I write

1:48:39.690,1:48:45.00,sonnets right on yeah I mean I've done

1:48:42.510,1:48:49.74,I've got I probably have a hundred

1:48:45.000,1:48:57.12,sonnets I think I've published two in

1:48:49.740,1:49:00.42,books but I love the form and the form

1:48:57.120,1:49:04.35,is very friendly to me and they're

1:49:00.420,1:49:08.78,mostly sort of hybridized I like I like

1:49:04.350,1:49:08.78,the Italian octave I like a BBA a BBA

1:49:08.810,1:49:13.17,and then a kind of Shakespearean couplet

1:49:11.490,1:49:17.10,at the end or at least a kind of cup

1:49:13.170,1:49:19.89,loaded rhyme at the end and I like and

1:49:17.100,1:49:22.20,I'll sit down I'll spend the first two

1:49:19.890,1:49:26.16,hours just just kind of messing around

1:49:22.200,1:49:27.66,with a sonnet yeah and I don't really

1:49:26.160,1:49:29.58,need it's like with the sonnet I don't

1:49:27.660,1:49:32.55,really need any I don't need an idea I

1:49:29.580,1:49:34.20,just start putting words on paper it'll

1:49:32.550,1:49:37.10,have to do with the frost it'll have to

1:49:34.200,1:49:39.89,do it still

1:49:37.109,1:49:43.85,I think it fell down was an enormous

1:49:39.899,1:49:48.32,active I think it's gone anyway I can't

1:49:43.859,1:49:50.82,see the paper bald feels boldface

1:49:48.329,1:49:53.24,hornet's nest about the so around up in

1:49:50.820,1:49:56.09,the tree I think I got three or four

1:49:53.249,1:49:58.55,what I call wind spread sonnets out of

1:49:56.099,1:50:00.74,that thing just looking up and watching

1:49:58.559,1:50:02.28,them or Mnet's go in and out yeah which

1:50:00.749,1:50:03.95,I at some point this winter I need to

1:50:02.280,1:50:05.51,take the shotgun out and blast out of

1:50:03.959,1:50:08.48,the tree other way because next year

1:50:05.519,1:50:11.63,it'll be this big so I can't I don't

1:50:08.489,1:50:13.34,want that no yeah where did you write

1:50:11.639,1:50:16.01,this down on in a notebook right

1:50:13.349,1:50:17.55,oh no I just sat down the computer and

1:50:16.019,1:50:21.71,started writing down does it like you

1:50:17.550,1:50:23.96,yeah because I and and and it loosens me

1:50:21.719,1:50:26.03,up gets things going and sometimes I'll

1:50:23.969,1:50:27.44,get halfway into it or I'll get 13 lines

1:50:26.039,1:50:29.76,into one and I'll feel sort of

1:50:27.449,1:50:33.08,desperation and on this yeah

1:50:29.760,1:50:34.80,finish it off somehow it rhymes and it's

1:50:33.089,1:50:37.99,not a success home like I said I've only

1:50:34.800,1:50:40.67,used if I've got a hundred I've use to

1:50:37.999,1:50:42.89,but it gets day it gets the it gets the

1:50:40.679,1:50:45.53,wheels turning and then I can turn here

1:50:42.899,1:50:49.58,and I can start writing down lines and

1:50:45.539,1:50:52.13,and it's awesome not always but it is

1:50:49.589,1:50:54.14,something some phrase or word out of

1:50:52.139,1:50:57.23,that little sonic wind sprint as I

1:50:54.149,1:51:00.53,called it will be what oh wait there's

1:50:57.239,1:51:03.40,like a real poem in that phrase and so

1:51:00.539,1:51:08.18,I'll start from that it's great great

1:51:03.409,1:51:11.48,big fun - I do love sonnets I should

1:51:08.189,1:51:13.49,probably try to find them all huh no I

1:51:11.489,1:51:16.82,won't it's in the boxes and the boxes

1:51:13.499,1:51:19.76,and the boxes eat your scholars the

1:51:16.820,1:51:22.46,electricity even find them and see how

1:51:19.769,1:51:27.78,many of them don't suck I think there's

1:51:22.469,1:51:29.72,two that's confused to me well no thank

1:51:27.780,1:51:31.49,you very much oh well it's my pleasure

1:51:29.729,1:51:38.15,den it's great to get to meet you and

1:51:31.499,1:51:41.53,yeah yeah sorry I'm oh no it's okay you

1:51:38.159,1:51:41.53,got like a job and stuff too

1:51:44.360,1:51:53.46,now just breathe all I would comfort

1:51:47.130,1:52:07.53,yeah well we've gotten so good at

1:51:53.460,1:52:10.17,relying on them you know yeah so if I

1:52:07.530,1:52:11.73,can use your outdoor urinal it's right

1:52:10.170,1:52:14.13,in this corner it's a black funnel

1:52:11.730,1:52:18.02,you'll see it you can visit I'm gonna

1:52:14.130,1:52:18.02,take a few photographs document

1:53:53.710,1:53:55.77,you

